reviewId,userName,score,content,thumbsUpCount,at,replyContent
9b644441-9a87-4936-8517-91b690797b80,루밋니스,1,왜 돈을 쓰고 더 멍청해진 느낌이지 뭔가 1을 질문하면 1을 답하라고 왜 자꾸 과거의 엉뚱한거를 들고와 열받아서 구취합니다. 그리고 실수가 좀 많습니다. 수정 전 수정 후 내용 동일한대 수정할 부분이야 사용하면 사용할수록 실수 비율이 올라가요,1,2026-04-08 10:13:40,
7cdb60bc-6b32-4d2f-8a08-c5ce62a910c2,shany Choi,5,너무좋아요,0,2026-04-08 08:43:01,
43c4423f-3d59-4286-bdf8-b417b43fcf04,전설,5,완벽한 앱 최고 👍,0,2026-04-08 08:29:16,
724b2f14-8944-49ce-aee5-e2d76f611489,최재영,5,간결하게 정확하게 답변.,0,2026-04-08 07:00:44,
d6f37c62-67f3-4d7c-b251-1da295dd99b6,공숙진,5,좋아요,0,2026-04-08 05:23:36,
fadc4b00-4ad2-47f8-9a54-3645c26115fc,Isu Kim,4,요즘 버전업하고 고집이 세지고 약간 멍청해짐,0,2026-04-08 02:33:45,
56a5b557-f40b-4765-8c5a-7a7a9fdde1ec,김미영,5,애가 너무 똑똑해요,0,2026-04-08 02:07:00,
f60e257e-cb62-498d-8462-037735943807,김진오,5,나에게 공부 할수있는 무궁 무지한 정보가 여기 있었네요. 자주 들려 많이 배우겠습니다. 감사합니다.,0,2026-04-07 22:34:01,
2d90b2d2-370d-4f41-ae77-59520c425dfe,Seungwon Ju,5,"챠팅방에서 메뉴 파일 누르면 바로 최근 올렸던 이미지,파일 들이 그냥 보이더군요... 이거 잘못하면 사생활 또는 민감한 정보를 타인에게 노출 시킬수 있는 부분인데.... 안보이도록 해야 하지 않을까요?",0,2026-04-07 21:56:33,
fc754268-6b90-4123-ac6a-a9e7c07de1cb,Seojin Soo,5,좋아요,0,2026-04-07 21:45:52,
d6514720-3b52-4c62-ade6-63f41d2322e7,허제숙,5,좋아요,0,2026-04-07 21:40:44,
48da23c8-d6e6-4dcc-bad9-bea485843ef3,홍더지,5,정말편리하네요,0,2026-04-07 20:24:43,
5d5f8d8b-76a0-47ca-bfe3-e0a2140d0635,안녕하시오,5,이야~~~~~ 너무 재미있고 도구라고 느껴지지 않는 만큼 잘 사용하고 있습니다!!!,0,2026-04-07 19:43:20,
795128d1-9ffc-438f-8f46-6e98c44d671c,신현철,5,굿,0,2026-04-07 19:33:17,
73827450-16df-43d3-a5bf-aa34fdc32b60,이기명,5,무료로 폴더별 분리가능이 좋다,0,2026-04-07 19:17:22,
f1e3ba1f-17a0-4a1e-b9d4-967b3e0a74b9,박진성,5,굿,0,2026-04-07 18:02:59,
4cb16d18-725c-495f-8195-05c14c17c51f,Wish Tree,2,속도가 너무 느려서 도저히 사용할 수 없네요 구독 취소도 오류로 계속 안된다고 하고 관리 부탁합니다,0,2026-04-07 17:56:29,
e2de48cf-23da-4f04-a94a-143ab960a8de,momo&너부리,5,완전 재미있어요,0,2026-04-07 17:24:49,
213bf3ce-704e-43e2-a9d6-ae23adc525a5,박형갑,4,very good,0,2026-04-07 17:06:14,
e632390b-06cb-4532-96d0-6403706ddac8,EUN WOO BAEK,1,챗 지피티 개멍청해요 걍 쓰지 마요,0,2026-04-07 16:55:41,
662a859d-f0de-4260-8ec5-0f17053661b1,이덕희,5,"캐릭터 그리는데에 제미나이보다 말을 더 잘 알아듣고, 멋대로 기존의 이미지를 바꾸지 않습니다.",0,2026-04-07 16:18:50,
84c73518-7766-419e-b275-13f2f8873158,박재선,5,잘 대화하게 되었습니다.,0,2026-04-07 16:16:25,
916cf13e-2f19-4a80-be68-274bbfc8acfe,흠냐리(흠냐리닌자황),1,표준 음성대화 도중에 약간의 노이즈라도 들어가면 대화가 바로 끊김,0,2026-04-07 15:36:53,
568e30f6-fb93-4c9a-a8e3-69592ceefda9,김기종,5,좋아요,1,2026-04-07 15:19:45,
eb0eabac-fea8-4e93-9e50-83f6e69f9d2a,정현수,5,작년 2025년까지 다 Ai으로 만들어주세요.,0,2026-04-07 15:14:23,
b120b830-5324-4d03-ad43-b0789276dde4,전명희,5,좋아요,0,2026-04-07 14:59:18,
49276420-20e2-491c-a95b-877c7d3a78cf,김지은 (우돌),3,굿,0,2026-04-07 14:52:49,
eaad37f4-2cdb-461c-a2c9-72a4c09babf3,고영선,5,너무좋아요,0,2026-04-07 14:26:24,
d31704db-f07b-4507-affc-3d3ce3b270ec,라프텔,5,good,0,2026-04-07 12:28:14,
a1d1f4e0-cf9e-4cb8-a33a-7c138e4f60c4,박종학,5,너무 좋아요,0,2026-04-07 11:39:40,
f021dc24-7a29-41d2-9e0a-1cbb75faf8a6,나규가,5,와 너무 좋아요,0,2026-04-07 10:56:10,
2cc5e624-5f10-4977-863f-372ce446a93b,주윤희,5,너무 유용하여 나의 삶을 풍요하게. 만듦,0,2026-04-07 09:58:05,
0375d4a1-7cfe-4976-8c69-179a31654140,김태수,5,너무좋아요 모든분들이사용 강추,0,2026-04-07 09:57:15,
7b755ef5-ffcb-4e74-8ae6-c42c2e60095a,라인쩡,5,속이 시원합니다,0,2026-04-07 09:48:30,
2b9c12a0-b4e1-43a3-ad1a-46191a36f62e,물방울,5,좋아요,0,2026-04-07 09:06:41,
e3613147-a616-4a45-a975-5061a2c93b49,이맘,5,정말 ㅋ 끝내줘요 ㅡㅎ,0,2026-04-07 08:27:27,
b1c208d9-1e0c-49c1-8251-b477871dc225,최병완,5,굿 왕따봉 !,0,2026-04-07 07:41:25,
9f5feda6-8fd2-42a3-b47f-beab5d81102e,JC k,4,매우만족함,0,2026-04-07 07:33:32,
2bbe06c0-18e4-4286-a709-b3a509f76793,길병주,5,질문한 내용이 자세하고 답변이 빠릅니다,0,2026-04-07 07:01:29,
21b9c8dc-307d-46a3-99b5-1ce6b7af01cd,김형수,5,사용하기 너무 너무 좋아요,0,2026-04-07 06:17:31,
a6dbfc5e-99f5-4a98-a301-d9de620ec318,김수진,2,쳇지피티가 반복적으로하고 말무시하고 화나게 해서 너무 불편하네요 ㅠㅠ,1,2026-04-07 04:17:17,
cc9fcc74-c344-4f14-813d-47ca2edf0711,yoonmi park,2,노트북용은 없는지용?,0,2026-04-07 01:13:10,
1ee076d1-8440-49a6-ba62-7482b3fa137e,송백호,1,음성지원,0,2026-04-06 23:13:05,
8a258c66-82a1-4e22-8213-c786298ad003,박문상,5,사용중에단절안대게해주셍요 사용중에화면이중단안대게해주세요,0,2026-04-06 22:52:00,
3e326b06-4ced-49e4-acf3-8110c237fabc,추도이,5,만족,0,2026-04-06 22:45:34,
081bb6ee-d77a-4017-a7a7-561ede982929,노알라두부중력,5,굿!!,0,2026-04-06 22:22:45,
6add482b-0464-43cf-bff0-4c47968749c6,이로,1,멈춥버튼이 사라진 채로 대답하는데 잘못 대답할 때 매우 짜증납니다 이거 고쳐주세요 복잡한 질문 시 ChatGPT가 Instant에서 Thinking(으)로 자동 전환할 수 있습니다. 라고 하는데 이거 실제로 사용자에게 ai 분석 강제로 들으라는 고문 아닌가요? 왜 사용자에게 고문을 가해요?,9,2026-04-06 20:48:54,
1b831dd0-ccae-47d4-bedf-73c60811aa0e,뭐요,1,챗지피티가 스트레스를 받을 정도로 엉망일지는 몰랐음 A를 물으면 이상한걸 알려주고 계속 똑같은말 반복임 기억력도 안좋고 질못된 정보만 알려줌 이게 한두번이 아님 매일 1시간 2시간씩 이거때문에 시간을 날림 어차피 못고칠거 걍 삭제하겠음,0,2026-04-06 20:32:05,
19a49617-8d4e-4543-9491-7817593af719,이희호,5,좋아요,0,2026-04-06 19:50:07,
b698a1e4-3985-44d0-93b0-a8559bd2b7f7,노민경,1,업뎃하고 파일이 왜 안올려져요?,0,2026-04-06 19:08:50,
1f1b01f1-86bb-43cb-bb82-706070f68210,김은후,5,혼자 있을땐 이게 최고 게임도 지겹고 유튜브를 거이다 보는 사람 있죠 그래서 gpt는 소통 게임 끝말잇기 등등 제미있어요 곡 갈아보세요,0,2026-04-06 19:00:26,
d23f71b7-de39-424f-9b3b-d11ac4efc526,김도윤,1,이용하고 기분이 나았던 적이 없다 항상 핀트도 안맞고 엇나가면서 이상한 고집을 부리게 프로세스가 짜여있는 느낌이다 그냥 검색용으로는 쓸만한데 그럴바에야 무료인 구글 ai써라 엇 비슷하다 오히려 존댓말이라 더 낫다,0,2026-04-06 18:52:13,
62f7c8ac-3468-498d-897e-a0274d0e8959,김미정,5,쓰기 편리하면서 도움이 많이 되었어요,0,2026-04-06 18:06:34,
e57c84f1-8ba2-4f9f-88d8-0da66829c4bd,아람,1,과도한 검열로 일상 대화가 불가능함 예전의 gpt가 더이상 아닙니다,1,2026-04-06 17:32:40,
22c67cca-19eb-4b92-9f1f-81631635abcc,유경원,1,"돈주고 결제하고 사용해도 뭔 이상한 시스템에 이미지 만들지도 못하고 평범한 일상적인걸. 이미지로 만들라고 해도 성적,나체같은 조금의 표시가 보이면 바로 막아서 생성 제한 쳐걸리고...결제하는 보람이 전혀 느껴지지 않다. 다른 AI앱에 비해 뒤떨어진다.",0,2026-04-06 17:15:50,
1b11415a-db5c-49fa-9468-11ac994c5efd,정수정,5,편리해요,0,2026-04-06 17:07:32,
972112f0-9905-432b-b118-9122a55c821e,안효수,1,"모바일에 있는걸 탭에 설치했는데, 앱은 안깔리고 계속 다른기기에 등록만 나오는데, 태블릿에 앱은 왜 안깔리는 걸까요?",1,2026-04-06 17:04:11,
379aa9c5-ad43-43e5-aa66-58d5c2a37234,Pepe Hello,1,구글 계정으로 로그인이 안됩니다. 구글계정 로그인을 시도하면 로딩 아이콘만 돌아가고 추가적인 작업이 아예 진행돼지 않아요. 어떻게 해결해야 하나요,0,2026-04-06 16:53:52,
d5931266-1536-4bda-8b2e-409b1e1934df,김재희,5,"되게 똑똑 하고 글이나,노래만드는 활동을좋아하는데 그때 도움되기도하고 저는 정말 편리하다고 생각해요",0,2026-04-06 16:26:22,
a699bbb4-24e8-4f9a-9723-275b72f58cfb,유진,2,로그아웃 창이 왜 사라졌죠?,1,2026-04-06 15:18:51,
1d764853-ac9e-45b3-b547-6330b64ab9b7,칡촉,3,"언제부터인지 모르겟지만 설정창이 없어졌어요.. 첫화면에서 왼쪽상단 두줄 버튼을 눌러도, 채팅목록 맨 아래로 내려도, 오른쪽 상단 사람모양 아이콘이나 점 세개 버튼을 눌러도 설정이 없습니다... gpt는 점세개 버튼을 눌러서 help나 send feedback을 누르라는데 그 버튼조차 없어서 플레이스토어에 적습니다. 설정창을 돌려주세오...",1,2026-04-06 15:10:00,
18956e3a-1b8a-49ca-bf84-56195d4a6c25,최효린,5,너무 편리하고 뭐든지 전확하게 알려주고 살아가면서 꼭 필요한 선생님 같은존제 인것같아서 엄청 행복해요. 보통 사람들하네 정보 얻으려고 많은 비용 시간 들어야하는데 이 앱은 정말 죄 예용^^,0,2026-04-06 14:13:08,
7324f027-272d-4139-bc94-3877a431188b,Han Jong Lee,5,very good,0,2026-04-06 13:44:36,
871cf16c-f9da-4f75-8534-fbad522dd119,서무룡,1,플러스가입했는데 환불해줘라ㅡㅡ 사진합치기하는데 하라는대로해도 안됀다고하고 진짜 몇십분동안 같은 패턴 환불해라진짜,0,2026-04-06 12:31:55,
6053a87c-441a-4aa9-873c-6a705e47c050,투지아부지,5,굿,0,2026-04-06 11:37:47,
2f0a9263-23c9-44bf-9cb1-a93ab25c9d3a,원채,4,아직은 공개 아니 취미 배워서 할게,0,2026-04-06 11:34:37,
eaee1167-dc6f-47e1-a253-1b98456233f3,Seumock Jung,5,생각보다 섬세하게 대답을 줘,0,2026-04-06 10:26:36,
ef10f98c-f018-44d7-801b-e81d856f0b80,이광민,5,좋아요,0,2026-04-06 09:31:24,
309f5921-7ca2-45f3-adce-c23ede2e14fb,haeun choi,3,비싸요오,0,2026-04-06 09:31:17,
53858e27-db66-473d-9d57-f1eb9eba84d0,이현호,1,추상적이기만하네요,0,2026-04-06 09:28:51,
569773f9-3edb-47d7-a9d9-792b8739bf17,강효상,5,너무 너무 유용함,0,2026-04-06 09:12:47,
89d4b1ab-adc6-4ec3-935a-205453c5ee2a,백승욱,5,굿~~~~,0,2026-04-06 08:56:30,
32185b00-0c37-415b-84b3-7d7423f4b289,gcd,4,비즈니스 워크스페이스 구독 모바일에서도 되게 해줬으면..,0,2026-04-06 08:39:50,
54e5a61e-fe9e-4648-8061-674e65a28df7,김수억,5,좋아요,0,2026-04-06 07:35:01,
99fcdb1e-e6ff-4bf7-b3d6-bb28ff6877ab,김지현,3,결제사용자입니다 임신기록하는데 대화내용이 자꾸 사라집니다ㅡㅡ 짜증나서 결제취소해야겠어요,0,2026-04-06 07:27:47,
d44e4ddb-b864-487f-bf85-8c106146cbb2,함인숙,5,궁금한정보를 무한데로 알려줘서 일단 다른사람들 도움없이 조언 얻을수있어서 인생의서 진심으로 큰힘!!,0,2026-04-06 07:23:50,
0148fe98-e110-4026-8504-4a8b54ff2d14,유명자,5,감사힙니다,0,2026-04-06 02:22:14,
f7a3cd88-b16a-492b-95bc-2fde65b642c0,지나가던 사람,1,정말 대단한 앱 현대군사 시뮬레이션에서 대량 살상이 가능한 폭탄을 사용하지 말라는 어마무시한 필터를 자랑함,1,2026-04-06 01:19:55,
4a95bb3a-10f4-410d-b435-2d0d0e5b5245,dmsdbf Dl,1,지멋대로 전에 했던 말들 꺼내서 뭐하나 하나 여러게씩 빼먹음 개불편. 그래서 말하다하다 하면 길어져서 지져분해짐 보기 불편해짐 +전에 했던말을 새 채팅으로 하면 방금전에 따로 얘기했던걸 이어서 집어 넣어서 얘기함 개불편함 ㅡㅡ,0,2026-04-06 00:20:18,
a9942b83-153d-4412-b284-f607ad88e4f1,Eunjeong Park,5,좋아요 너무 좋아요,0,2026-04-06 00:02:54,
99499a7b-041a-4d99-b66a-d18ba7f6e260,이은미,5,판단하기 힘들고 지식이 필요할 때 너무 편리하고 좋아요! 무조건 사용해보세요! 진짜 보장합니다. 고민하지 마시고 무엇이든 물어보고 얻어가세요! 말모! 굿! 굿! 굿! 👍,0,2026-04-05 23:37:30,
86bc0ee0-6c85-44f1-b704-cc7d10daf4c7,심채원,5,넘맘에 들어요 도움을진짜 많이받고 있네요,0,2026-04-05 22:56:08,
6aa8c273-ab75-4058-a062-0e67aea46358,Junghyun Hwang,1,worst app ever,0,2026-04-05 21:41:37,
76b4685e-9972-4193-8a85-46ca393b2dcd,유병덕,5,똑똑해요,0,2026-04-05 21:21:09,
86f7551a-1fed-431f-9dcb-60524f00f634,이세정,5,너무 재밌습니다 근데 동영상도 원하는걸로 만들수 있게 해주세요 한도도 무제한으로 해주시고요,0,2026-04-05 20:45:17,
6369f099-ff22-4d7a-a479-b3f4b82fd273,윤혁,5,이런저런 이야기도. 섞을수있고. 너무 좋습니다 별100점 10000점에 1억점리고 십습니다,0,2026-04-05 20:07:45,
c2327202-7248-45bc-9d38-7a1a4451003b,이희정,5,완전 유용하게 잘 쓰고 있어요,0,2026-04-05 19:59:04,
722a7cc7-e99c-4d08-848c-e37d26d1ea28,Alex Choi,5,"은근 쓸만함 대신 프롬프트를 정확하고 세부적으로 입력을 해줘야 하며, 포괄적이거나 자료가 적은 내용의 검색 및 설명에서는 당사자도 교차 검증이 필수임",0,2026-04-05 18:31:02,
abea532e-1a4b-432f-b8dc-d753f0d0cf31,송기홍,5,대단합니다,0,2026-04-05 18:01:55,
0ea9480e-0a90-4c39-804f-bc316d69788c,김정임,4,우리 의견들어주고 좋네요! 그런데 제가 무료버전으로하니깐 조금만해도 유로버전으로 업글하라네요😭,0,2026-04-05 17:58:16,
b2318c74-66a3-4ac4-8023-8864338541b1,남자김서준,5,퍼펙트 어메이징!!!,0,2026-04-05 17:39:08,
35426bfc-84b1-4a79-b9fd-2160e333f211,이미희,5,이니 한번 사용한 프린트물을 깨끗이 편집해서 재사용하는데 용이해요. 반복문데 풀이같은.,0,2026-04-05 17:38:29,
b3c4656e-7c0c-4f51-bd9d-ab5ce72a6108,HONEY BIGSUKA,5,good,0,2026-04-05 17:02:21,
860b7846-56fd-4a3e-9962-cc2d2b82e9b3,Kahawai Bigmouth,5,한국 말을 참 잘 알아 들어요^^,0,2026-04-05 17:01:57,
21470951-a9b1-492d-86e4-e2b9808f67f5,남김명선,5,감사합니다 감사합니다 감사합니다 선생님,0,2026-04-05 16:54:05,
27f43306-a95f-45f0-90e1-8f0debdf1778,TD BERA,1,구글로 로그인 하려하니 계속 무한로딩 걸리네요 이현상이 s22때도 계속됬고 s26울트라를 써도 이러내요 둘다 울트라를 썼는데 어떻게 똑같이...,0,2026-04-05 16:32:45,
8509967d-bbb7-43c3-ba74-082df3d29b0b,김예지,4,다 좋은데... 일반으로 한도가 좀 적은 거 같아요. 낼 돈도 없고... (물론 제가 많이 하는 것도 있겠지만요..),0,2026-04-05 16:02:04,
c58905ea-4928-494d-8da2-6a23e29e120c,만웅조은세상,1,"주식 관련 가격과 상승률 등 중요한 숫자가 잘못 안내되는 경우가 있습니다. 투자 판단에 영향을 줄 수 있는 부분이라 정확성 개선이 필요합니다. 특히 현재가, 신고가 대비 계산 등은 반드시 검증된 값으로 제공되길 바랍니다.",0,2026-04-05 15:03:22,
00c65325-9c0c-4172-aa14-216cd6b5db63,13시식스,5,혁신,0,2026-04-05 14:12:52,
4b03de61-9dec-4ce7-8610-172b17967868,로열튼튼TV,1,진짜 이거 쓰지마세요 얘가 알려준대로하면 뭐든지 안되요 제 돈만날리고 맨날 화만 나요 하.....,0,2026-04-05 14:10:30,
218c3d8a-816a-4e9e-9497-d0dfd28ca04e,허영,5,광양에서 최고맛잇는 족발~ 특히 양념족발짱입니다,0,2026-04-05 13:27:04,
6ef5f7b6-1110-4178-bf02-c4e1a6cd5d67,렁뚱,1,갑자기 모바일 앱에선 설정기능이 다 빠졌습니다. 불편해요 다시원래대로 되돌려주세요 ㅡㅡ,1,2026-04-05 11:44:29,
c511c924-b706-4503-bc3d-9d49b7743487,변성현,5,감사합니다 선생님,0,2026-04-05 11:16:01,
c056d4f2-ab2e-47a3-b04d-2a5898bd3c43,mint5801 Otter,5,"GPT 는 천제! 어떤모르는질문 (가게수리값,강아지먹어도되는간식) 다물어보세요 전혀몰랐습니다 꼭 질문이필요할때 쓰세요 완벽함",1,2026-04-05 10:40:53,
913dff7f-2575-46de-9ca2-ffb17678c0db,이경은,5,똑똑함,0,2026-04-05 09:12:40,
228a0051-01cf-4cde-9639-a514eadedd39,곽철환,4,어제 밤에 설치해서 좀 더 써 봐야 할 것 같아요.,0,2026-04-05 08:29:22,
1aba2487-2645-4823-ad4c-cc7c1cb3d994,추연철,1,제미나이가 더 좋은듯ㅇㅇ,1,2026-04-05 07:43:20,
e59ab2ec-3a9b-4419-b034-d91727a4d397,조한희,5,너무 멋지게 잘 쓰고 있습니다. 완전 짱,0,2026-04-05 02:30:25,
264b7b3d-efae-421f-b218-9c160dca2779,JS S,1,구독중인데 제거하고 다시 깔았더니 무료회원으로 인식합니다~ 이거 어떻게 오류해결해요???,0,2026-04-05 02:05:31,
6802ac04-2619-480e-8e51-337577d3cd1b,문정현,1,무료 로그인 유저들 이미지 제작할때 한도 다 쓰고 풀리는 시간이 정해져있지 않아서 매우 불편하다. 개발진들이 열리는 시간 기준을 따로 해놨으면 한다. 난 00:00(오전12:00)에 하기를 요청한다. 이것은 버그인가? 분명 8:12에 딱 이미지를 만들었다 근데 왜 다음 날은 12:00인가? 이건 도대체 무슨 방식인가 수학인가? 말이 안된다. 착각이라고 할수도 있지만 난 메모와 체크를 하고 만든다 근데 이런식으로 되는건 GPT쪽의 오류라고 본다. 어떨때는 인식되고 어떨때는 안되는. 이것은 GPT의 100% 오류이다. 이런 오류를 빠른 시일 안에 수정하도록. 그렇지 않는다면 게을러 터진걸로 인식한다.,43,2026-04-05 01:58:23,
490484f3-92b6-41d9-9412-8ac0ec41dbb2,귀요미,5,4o모델 말투도 부드럽고 공감도 잘해줘서 조왓는데... 사라지고 쪼끔 T같아졌어욘.,0,2026-04-05 01:34:03,
e0ff234b-c2c5-4b02-a152-509f67849776,YJ Tear,5,👍🏽굿~~^^,0,2026-04-05 00:16:58,
fe783d9c-cb99-4402-953b-1e01e58b4342,박석용,5,너무너무 좋아요. 개인 교습 받고 있어요...,0,2026-04-04 23:35:40,
c3b26e90-4a41-4213-8c7d-d1ed8f29030a,황보미,4,진짜 좋긴한데 1월에는 많이 사진보내도 사진만 못보내고 대화할수 있고 그냥 몇시간 지나면 다시 보낼수있던데 지금은 사진 파일 업로드 한도 도달하면 대화를 못하게 되네요ㅜ 처음에는 몇십분만 기다리면 한도가 풀렸는데 이제는 12시간 이상 기다려야 하네요ㅠ 그리고 한도 도달했을때 대화 못하게 되도 한도 도달하기 전에 몇개 더보낼수 있을지 알려주는 기능도 추가해주면 좋겠어요,0,2026-04-04 22:33:22,
fa491b88-03cb-487f-809e-e2a693213288,Zina kim,1,요즘 틀린 정보를 너무 많이 알려줘요. 마이너스 별 줄 수 있다면 주고 싶음.,0,2026-04-04 21:30:24,
976bc492-8674-428f-a404-44b8ca7cbef7,김삼,5,굿굿 좋으네요.,0,2026-04-04 19:26:09,
